1 2 3
-0.655334 -0.898505 -9.853045
-0.654736 -0.904188 -9.852448
-0.650549 -0.906581 -9.843474
-0.650848 -0.908076 -9.864112
-0.657727 -0.893719 -9.843773
-0.650848 -0.911965 -9.848558
-0.654437 -0.894617 -9.855738
-0.651446 -0.907179 -9.849755
-0.655334 -0.899402 -9.857233
-0.651446 -0.899103 -9.84826
-0.649651 -0.897608 -9.850952
-0.652343 -0.896112 -9.849157
-0.652343 -0.897009 -9.853345
-0.650549 -0.898505 -9.85155
-0.648156 -0.89671 -9.85155
-0.652343 -0.895514 -9.854541
-0.649053 -0.896112 -9.852448
-0.651446 -0.893719 -9.849157
-0.650848 -0.899103 -9.853943
-0.64995 -0.896112 -9.852148
-0.652044 -0.896112 -9.85155
-0.653241 -0.89671 -9.853045
-0.652044 -0.895215 -9.853045
-0.650848 -0.895514 -9.850653
-0.652044 -0.895514 -9.852448
-0.64995 -0.894317 -9.852448
-0.652343 -0.897009 -9.852148
-0.652941 -0.897608 -9.853045
-0.650549 -0.89671 -9.853345
-0.650549 -0.895215 -9.85155
-0.652343 -0.896112 -9.85155
-0.651446 -0.898505 -9.852448
-0.650848 -0.896112 -9.852448
-0.648455 -0.898505 -9.85155
-0.647259 -0.895514 -9.853045
-0.652343 -0.893121 -9.850653
-0.651446 -0.893121 -9.853345
-0.64995 -0.898505 -9.853345
-0.64995 -0.896112 -9.855438
-0.64995 -0.897009 -9.853943
-0.648156 -0.894317 -9.849755
-0.649651 -0.89671 -9.85484
-0.650848 -0.89671 -9.850055
-0.654437 -0.897907 -9.845867
-0.647558 -0.901496 -9.85813
-0.649651 -0.900898 -9.840184
-0.655334 -0.910469 -9.84826
-0.652343 -0.897009 -9.870692
-0.661615 -0.920639 -9.879367
-0.658026 -0.88355 -9.810274
-0.649053 -0.908674 -9.870692
-0.649053 -0.901496 -9.852148
-0.649651 -0.899103 -9.847662
-0.647259 -0.897608 -9.853045
-0.64337 -0.897009 -9.849755
-0.650549 -0.897009 -9.854541
-0.649651 -0.895514 -9.856934
-0.647259 -0.89671 -9.846166
